index,Geography,Product,Custom Segment Value,Custom Sub Segment Value,Custom Parent Value,Custom Major Brand Value,Custom Brand Value,Dollar Sales,Dollar Sales Year Ago,Dollar Sales Change vs YA,Dollar Sales % Change vs YA,Unit Sales,Unit Sales Year Ago,Unit Sales Change vs YA,Unit Sales % Change vs YA,ACV Weighted Distribution,ACV Weighted Distribution Year Ago,ACV Weighted Distribution Change vs YA
5577,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS OTHER KIT 8 CT - 906044045,HAND,IMPLEMENT KITS,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,76825.08823,0,76825.08823,0,7321.269879,0,7321.269879,0,1.695545661,0,1.695545661
5580,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 14 CT - 701880164,HAND,IMPLEMENT KITS,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,2566666.4,2786358.813,-219692.4127,-0.078845701,288584.8096,335084.8189,-46500.00938,-0.138770863,10.94631329,11.5607204,-0.614407113
5581,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 31 CT - 230543244,HAND,IMPLEMENT KITS,PRIVATE LABEL,PRIVATE LABEL,PRIVATE LABEL,30,246097.0121,-246067.0121,-0.999878097,3,25481.64041,-25478.64041,-0.999882268,0.039780573,18.14931282,-18.10953224
5583,Total US - Multi Outlet,CHICA IMPLEMENTS KIT 1 CT - 7160321882,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,CHICA,0,10.6746494,-10.6746494,-1,0,3.229673028,-3.229673028,-1,0,0.003816301,-0.003816301
5584,Total US - Multi Outlet,NOBRAND IMPLEMENTS KIT 4 CT - 7160320077,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,NOBRAND,29.70582866,80714.33431,-80684.62848,-0.999631963,15.01802409,44032.59484,-44017.57681,-0.999658934,0.042836628,18.50490794,-18.46207131
5589,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 2 CT - 15433669,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,32955.66408,41600.00919,-8644.345111,-0.207796712,4033.238852,4756.356064,-723.1172127,-0.152031766,0.426330835,0.43987593,-0.013545095
5590,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 2 CT - 43339884,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,10.00056924,0,10.00056924,0,1.001057982,0,1.001057982,0,0.000251,0,0.000251
5594,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 3 CT - 607836452,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,36.25818355,781.7595724,-745.5013888,-0.953619777,5.015382051,119.3678091,-114.352427,-0.957983797,0.002846985,0.053600858,-0.050753873
5596,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 4 CT - 6058227,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,67546.29809,103857.6261,-36311.32801,-0.349626016,21065.34292,14823.04333,6242.29959,0.421121321,9.077253775,8.52981616,0.547437615
5597,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 10877664,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,48827.9447,108699.0327,-59871.08802,-0.550796879,14309.64225,31882.0312,-17572.38895,-0.551169053,0.429196909,0.439386546,-0.010189637
5598,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 13501884,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,29262.32685,25440.51802,3821.808825,0.150225275,5082.600231,5349.43795,-266.8377187,-0.049881449,0.216013509,0.213824887,0.002188622
5600,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 1710519535,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,37533.18831,74497.74585,-36964.55754,-0.496183571,20074.76246,40779.30274,-20704.54028,-0.507721783,2.072965881,2.399042443,-0.326076562
5602,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 189721176,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,820.1527489,130.6524581,689.5002908,5.277361796,352.2720169,81.58616495,270.6858519,3.3177911,0.023296112,0.007893752,0.01540236
5603,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 21285424,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,1.218215666,-1.218215666,-1,0,1.117629051,-1.117629051,-1,0,0.002147753,-0.002147753
5604,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 23702879,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,10.98432831,8.244420061,2.739908245,0.332334867,3.147372007,2.362298012,0.785073996,0.332334867,0.004009127,0.003017636,0.000991
5605,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 23977576,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,35257.50333,31064.1232,4193.380131,0.134991099,28372.88488,25403.99573,2968.889158,0.116867015,0.431307595,0.441510578,-0.010202983
5609,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 330771304,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,1484226.246,1224705.232,259521.0134,0.211904878,371812.902,311540.7577,60272.14437,0.193464717,10.54224347,11.09528832,-0.553044852
5614,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 44588103,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,27821.50304,23348.65171,4472.851327,0.191567864,9394.208811,7907.395298,1486.813514,0.188028226,0.171823519,0.139710663,0.032112856
5615,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 490416701,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,12.38789408,92.81245538,-80.4245613,-0.866527676,4.01256299,32.14037597,-28.12781298,-0.87515507,0.000423,0.002697268,-0.002274125
5616,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 492035703,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,14.84637154,28.90577683,-14.05940529,-0.486387388,11.12904298,21.03615212,-9.907109141,-0.470956337,0.014922104,0.024393364,-0.00947126
5619,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 54999746,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,12.86304992,138.306507,-125.4434571,-0.906996061,5.087507963,41.13818204,-36.05067408,-0.87633124,0.006625858,0.020200347,-0.013574489
5623,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 94840529,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,134038.9563,108650.3752,25388.58105,0.233672281,66947.45918,54415.5084,12531.95078,0.230301088,0.76863051,0.75693314,0.011697369
5624,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 45624038,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,76936.07222,89598.31302,-12662.2408,-0.141322313,7363.515307,8634.687861,-1271.172554,-0.147216967,0.424286514,0.416343322,0.007943192
5626,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 10 CT - 571502017,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,819.181071,2798.899896,-1979.718825,-0.70732034,73.57983506,243.5722468,-169.9924118,-0.697913715,0.044407783,0.128507125,-0.084099342
5627,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 5 CT - 605688887,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,9.2703017,-9.2703017,-1,0,3.000096083,-3.000096083,-1,0,0.002948017,-0.002948017
5628,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 1284305820,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,404924.9617,927465.4114,-522540.4498,-0.56340694,44959.79992,108476.1619,-63516.36199,-0.585532903,10.80536722,11.54719705,-0.741829839
5629,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 1351441885,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,33565.63814,38322.63526,-4756.99712,-0.124130219,11671.68529,13422.32762,-1750.642329,-0.130427626,0.4329907,0.43296665,2.41E-05
5630,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 201015768,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,30.40227246,8.362880187,22.03939228,2.635383,4.007209063,3.022776136,0.984432927,0.325671794,0.000332,0.000512,-0.00018
5631,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 21285422,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,23.99662989,0,23.99662989,0,2.359025002,0,2.359025002,0,0.002951925,0,0.002951925
5632,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 22396061,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,151619.7422,171358.8036,-19739.06146,-0.115191406,18540.46396,22444.60904,-3904.145075,-0.173945782,2.055950307,2.371408215,-0.315457909
5634,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 327324115,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,527655.9226,747573.9582,-219918.0356,-0.294175624,46082.36287,67910.09151,-21827.72864,-0.321420987,10.46804508,11.39838709,-0.930342018
5637,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 414112365,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,194072.0222,64284.26973,129787.7525,2.018965962,17111.44783,6067.106493,11044.34133,1.82036385,8.407882123,3.96294181,4.444940313
5638,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 42712983,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,27.53599313,-27.53599313,-1,0,3.045859098,-3.045859098,-1,0,0.001914576,-0.001914576
5639,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 43487151,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,55671.39295,45555.33324,10116.05972,0.222060931,25591.48022,21500.52461,4090.955616,0.190272363,0.218201528,0.216798167,0.001403361
5640,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 6 CT - 492035704,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,18.25231127,12.56524149,5.687069782,0.452603301,6.561591983,4.202421904,2.359170079,0.561383443,0.001418519,0.001489249,-7.07E-05
5643,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 7 CT - 53996272,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,107555.7844,116604.416,-9048.631572,-0.077601105,10101.30383,10987.8849,-886.5810739,-0.080687146,0.431307595,0.439428978,-0.008121383
5644,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 7 CT - 597999444,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,198058.4489,234590.8956,-36532.44664,-0.155728323,19520.65503,24687.93185,-5167.276827,-0.209303754,2.073419045,2.397372053,-0.323953009
5645,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 1284305803,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,274.8035753,1527.280876,-1252.4773,-0.820070048,24.90839577,144.946993,-120.0385972,-0.82815514,0.0180174,0.091876908,-0.073859508
5648,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 200019091,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,12.87656393,34.28552478,-21.40896084,-0.624431476,1.073941946,3.119701982,-2.045760036,-0.655754956,0.001753475,0.000736,0.001017017
5653,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 314424271,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,300213.7981,369541.7405,-69327.94245,-0.187605174,28587.97319,36356.15644,-7768.183248,-0.213668991,2.094630434,2.402987626,-0.308357193
5654,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 35510126,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,36004.78657,31067.03076,4937.755809,0.158938775,4162.831845,3808.225267,354.6065778,0.093115967,0.104955424,0.101886021,0.003069402
5655,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 42720311,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,18.0757069,21.53231331,-3.456606413,-0.160531122,2.004052997,2.02394104,-0.019888043,-0.009826395,0.001491171,0.000554,0.000937
5656,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 43487150,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,106210.0272,89323.25928,16886.76787,0.189052303,9002.959665,9108.255821,-105.2961563,-0.011560518,0.20857706,0.207082933,0.001494126
5657,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 492035716,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,10.98652319,-10.98652319,-1,0,1.047333002,-1.047333002,-1,0,0.001507204,-0.001507204
5658,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 607836251,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,288.1620986,1663.095095,-1374.932996,-0.826731436,28.107337,166.1930497,-138.0857127,-0.830875376,0.00703024,0.066235902,-0.059205662
5659,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 8 CT - 670167604,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,84183.39217,108154.6732,-23971.28105,-0.221638884,9789.598866,13221.73122,-3432.13235,-0.259582674,0.45276103,0.491868241,-0.039107211
5661,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 9 CT - 314424261,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,196094.461,210655.4431,-14560.98213,-0.069122269,16424.82953,18162.26518,-1737.435648,-0.095661837,2.031853811,2.304172913,-0.272319101
5663,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 9 CT - 5226438,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,376205.8306,375447.7128,758.1177741,0.002019237,117116.9569,118943.5155,-1826.558597,-0.015356521,2.450116391,2.520432748,-0.070316357
5665,Total US - Multi Outlet,PRIVATE LABEL IMPLEMENTS KIT 14 CT - 505054333,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,PRIVATE LABEL,0,6.334287748,-6.334287748,-1,0,1.007040977,-1.007040977,-1,0,0.000634,-0.000634
5666,Total US - Multi Outlet,SUNMARK IMPLEMENTS KIT 7 CT - 1093917944,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,PRIVATE LABEL PWC,SUNMARK,111.6547239,845.1466084,-733.4918845,-0.867887154,32.93649673,250.8398607,-217.9033639,-0.868695124,0.000989,0.001610308,-0.000621
5667,Total US - Multi Outlet,PURE ENRICHMENT IMPLEMENTS KIT 21 CT - 1738702115,HAND,IMPLEMENT KITS,PURE ENRICHMENT,PURE ENRICHMENT,PURE ENRICHMENT,16779.01721,20177.94265,-3398.925434,-0.168447571,331.5153577,391.18146,-59.66610229,-0.15252794,0.100119934,0.111736195,-0.011616261
5669,Total US - Multi Outlet,REGENT IMPLEMENTS KIT 4 CT - 2100314414,HAND,IMPLEMENT KITS,REGENT PRODUCTS/INVENTORY LIQUIDATORS,REGENT,REGENT,2373.67057,1517.800194,855.8703753,0.563888698,1834.650923,1187.406725,647.2441982,0.545090561,0.032907063,0.020681448,0.012225615
5672,Total US - Multi Outlet,REVLON IMPLEMENTS OTHER KIT 4 CT - 0997253095,HAND,IMPLEMENT KITS,REVLON INC,REVLON,REVLON,3045206.268,2031742.524,1013463.743,0.498815047,472571.5932,396927.4097,75644.18348,0.190574351,56.20614883,37.28352053,18.9226283
5674,Total US - Multi Outlet,REVLON BY MARCHESA IMPLEMENTS KIT 3 CT - 0997542023,HAND,IMPLEMENT KITS,REVLON INC,REVLON,REVLON BY MARCHESA,339376.1564,1183161.527,-843785.3703,-0.713161602,40404.57269,150323.5309,-109918.9582,-0.731215915,13.83336372,21.75469375,-7.921330026
5676,Total US - Multi Outlet,SAGE & EMILY IMPLEMENTS KIT 5 CT - 2295033675,HAND,IMPLEMENT KITS,D M PRODUCTION,SAGE & EMILY,SAGE & EMILY,25548.95068,19129.58819,6419.362483,0.335572435,3467.229869,2526.126409,941.1034604,0.372548047,0.057723213,0.126817434,-0.069094221
5678,Total US - Multi Outlet,SALLY HANSEN FABULOUS FINGERNAILS IMPLEMENTS KIT 4 CT - 7528002553,HAND,IMPLEMENT KITS,COTY BEAUTY,SALLY HANSEN,SALLY HANSEN FABULOUS FINGERNAILS,0,5.69,-5.69,-1,0,1,-1,-1,0,0.0145277,-0.0145277
5681,Total US - Multi Outlet,SASSY + CHIC IMPLEMENTS KIT 2 CT - 3927764367,HAND,IMPLEMENT KITS,GREENBRIER INTERNATIONAL INC,SASSY + CHIC,SASSY + CHIC,2818.615555,961.238738,1857.376817,1.932274203,2305.99079,860.281118,1445.709672,1.680508431,0.014751359,0.006552717,0.008198642
5682,Total US - Multi Outlet,SASSY + CHIC IMPLEMENTS KIT 4 CT - 3927738708,HAND,IMPLEMENT KITS,GREENBRIER INTERNATIONAL INC,SASSY + CHIC,SASSY + CHIC,1630.002747,1161.831617,468.1711299,0.402959536,1314.152422,1068.038774,246.1136483,0.230435125,0.007795216,0.007076611,0.000719
5683,Total US - Multi Outlet,SASSY + CHIC IMPLEMENTS KIT 4 CT - 3927740574,HAND,IMPLEMENT KITS,GREENBRIER INTERNATIONAL INC,SASSY + CHIC,SASSY + CHIC,1699.26068,473.1194915,1226.141188,2.591609964,1384.097495,434.0540631,950.0434322,2.188767513,0.008851999,0.003343906,0.005508093
5694,Total US - Multi Outlet,SOPHI IMPLEMENTS KIT 4 CT - 6432328621,HAND,IMPLEMENT KITS,EYECANDY ACCESSORIES INC,SOPHI,SOPHI,100.0615889,0,100.0615889,0,20.01231778,0,20.01231778,0,0.001317891,0,0.001317891
5695,Total US - Multi Outlet,SWISSCO IMPLEMENTS KIT 5 CT - 6989873345,HAND,IMPLEMENT KITS,SWISSCO INC,SWISSCO,SWISSCO,860.3190891,3361.668946,-2501.349857,-0.74407977,220.9468899,1002.398316,-781.4514264,-0.779581743,0.03577974,0.331115149,-0.295335409
5696,Total US - Multi Outlet,SWISSCO ELITE FOR MEN IMPLEMENTS KIT 3 CT - 6989805250,HAND,IMPLEMENT KITS,SWISSCO INC,SWISSCO,SWISSCO ELITE FOR MEN,8.907012255,7703.764794,-7694.857782,-0.99884381,2.232333899,4058.939237,-4056.706903,-0.99945002,0.000949,0.132922035,-0.131972929
5704,Total US - Multi Outlet,THE VINTAGE COSMETIC IMPLEMENTS KIT 4 CT - 6028431242,HAND,IMPLEMENT KITS,THE VINTAGE COSMETIC COMPANY LTD,THE VINTAGE COSMETIC,THE VINTAGE COSMETIC,0,8.220904112,-8.220904112,-1,0,1.176095009,-1.176095009,-1,0,0.0016898,-0.0016898
5705,Total US - Multi Outlet,THE VINTAGE COSMETIC IMPLEMENTS KIT 4 CT - 6062669526,HAND,IMPLEMENT KITS,THE VINTAGE COSMETIC COMPANY LTD,THE VINTAGE COSMETIC,THE VINTAGE COSMETIC,55.03964453,8545.864484,-8490.824839,-0.993559499,8.676395059,936.5750964,-927.8987013,-0.990736039,0.007251025,0.38257509,-0.375324065
5706,Total US - Multi Outlet,THE VINTAGE COSMETIC IMPLEMENTS OTHER KIT 4 CT - 6062669588,HAND,IMPLEMENT KITS,THE VINTAGE COSMETIC COMPANY LTD,THE VINTAGE COSMETIC,THE VINTAGE COSMETIC,5142.956166,25559.03721,-20416.08105,-0.798781303,638.4843485,2676.38081,-2037.896461,-0.761437406,0.173424672,0.627893707,-0.454469035
5707,Total US - Multi Outlet,THE VINTAGE COSMETIC IMPLEMENTS KIT 5 CT - 6062669155,HAND,IMPLEMENT KITS,THE VINTAGE COSMETIC COMPANY LTD,THE VINTAGE COSMETIC,THE VINTAGE COSMETIC,0,70.19163117,-70.19163117,-1,0,9.229877949,-9.229877949,-1,0,0.00368819,-0.00368819
5715,Total US - Multi Outlet,TRAVEL SMART IMPLEMENTS KIT 5 CT - 3905201870,HAND,IMPLEMENT KITS,FRANZUS CO INC,TRAVEL SMART,TRAVEL SMART,207052.8241,127471.2772,79581.54695,0.624309638,21018.15139,13631.47701,7386.674378,0.54188364,19.79918481,18.44431631,1.354868498
5716,Total US - Multi Outlet,TRAVEL SMART IMPLEMENTS KIT 7 CT - 3905200210,HAND,IMPLEMENT KITS,FRANZUS CO INC,TRAVEL SMART,TRAVEL SMART,256.0231778,687.6419189,-431.6187411,-0.627679508,16.01145577,44.22965943,-28.21820366,-0.637992786,0.012560421,0.039604499,-0.027044078
5721,Total US - Multi Outlet,TRIM IMPLEMENTS KIT 3 CT - 7160313793,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM,0.75,0,0.75,0,1,0,1,0,0.002989655,0,0.002989655
5725,Total US - Multi Outlet,TRIM IMPLEMENTS KIT 3 CT - 7160322156,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM,18.79583911,28.08573717,-9.289898057,-0.330769244,10.72736371,14.960379,-4.233015299,-0.2829484,0.005040381,0.002628449,0.002411932
5733,Total US - Multi Outlet,TRIM IMPLEMENTS KIT 5 CT - 7160309676,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM,0,3.77,-3.77,-1,0,1,-1,-1,0,0.009625062,-0.009625062
5739,Total US - Multi Outlet,TRIM IMPLEMENTS KIT 10 CT - 7160311877,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM,0,5.77,-5.77,-1,0,1,-1,-1,0,0.008111823,-0.008111823
5742,Total US - Multi Outlet,TRIM IMPLEMENTS KIT 6 CT - 7160309448,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM,32946.42929,18474.27848,14472.15081,0.783367579,8841.460888,6396.883288,2444.5776,0.382151353,0.838221039,0.391411839,0.4468092
5744,Total US - Multi Outlet,TRIM IMPLEMENTS KIT 6 CT - 7160375000,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM,17253.5547,41583.5181,-24329.9634,-0.585086701,6537.749942,16151.26733,-9613.517384,-0.595217526,0.279891677,0.354026051,-0.074134374
5752,Total US - Multi Outlet,TRIM MANI EASE IMPLEMENTS KIT 7 CT - 0070526009,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM MANI EASE,0,18.25,-18.25,-1,0,3,-3,-1,0,0.009875491,-0.009875491
5756,Total US - Multi Outlet,TRIM MANICURE IMPLEMENTS KIT 4 CT - 0070526913,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM MANICURE,0,112.4374692,-112.4374692,-1,0,11.00881708,-11.00881708,-1,0,0.123279191,-0.123279191
5762,Total US - Multi Outlet,TRIM MEN IMPLEMENTS KIT 5 CT - 7160313126,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM MEN,6148.594438,327740.0474,-321591.4529,-0.981239417,778.8137484,28978.90087,-28200.08712,-0.9731248,0.123586766,18.99744189,-18.87385512
5767,Total US - Multi Outlet,TRIM TOTALLY TOGETHER IMPLEMENTS KIT 8 CT - 7160303283,HAND,IMPLEMENT KITS,PACIFIC WORLD CORP,TRIM,TRIM TOTALLY TOGETHER,1844043.768,1935617.801,-91574.03295,-0.047309977,181264.6007,188740.8301,-7476.229393,-0.039611087,20.35404181,19.20174511,1.152296702
5769,Total US - Multi Outlet,TWEEZERMAN IMPLEMENTS KIT 1 CT - 3809700088,HAND,IMPLEMENT KITS,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN,15677.26087,14309.5096,1367.751275,0.095583379,730.712307,797.9100815,-67.19777453,-0.084217227,0.137034751,0.131120295,0.005914456
5770,Total US - Multi Outlet,TWEEZERMAN IMPLEMENTS KIT 1 CT - 3809701591,HAND,IMPLEMENT KITS,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN,14128.31302,22506.37564,-8378.062625,-0.372252857,1464.181382,2069.345776,-605.1643937,-0.292442375,0.264108118,0.36593806,-0.101829942
5772,Total US - Multi Outlet,TWEEZERMAN IMPLEMENTS KIT 3 CT - 3809702069,HAND,IMPLEMENT KITS,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN,703645.3851,954940.3926,-251295.0075,-0.263152558,64382.59796,95954.16227,-31571.56431,-0.329027564,11.69372898,18.05474629,-6.361017312
5773,Total US - Multi Outlet,TWEEZERMAN IMPLEMENTS KIT 3 CT - 3809740216,HAND,IMPLEMENT KITS,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN,28757.13737,65347.80538,-36590.66801,-0.559937213,1027.267709,2179.142618,-1151.874909,-0.528590878,0.079801307,1.59397878,-1.514177474
5774,Total US - Multi Outlet,TWEEZERMAN IMPLEMENTS KIT 3 CT - 3809740731,HAND,IMPLEMENT KITS,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN,40667.25073,43167.21236,-2499.961628,-0.057913437,1749.265611,1813.900598,-64.63498688,-0.035633147,0.0776513,0.088351116,-0.010699816
5775,Total US - Multi Outlet,TWEEZERMAN IMPLEMENTS OTHER KIT 3 CT - 3809702233,HAND,IMPLEMENT KITS,TWEEZERMAN,TWEEZERMAN,TWEEZERMAN,95810.87411,11299.22725,84511.64686,7.479418283,11492.13006,1374.373223,10117.75684,7.361724366,12.28037696,5.208397658,7.071979304
